Name, Decription,Name, Decription,Acer Predator X34 QHD IPS G-Sync Gaming Monitor,--34" Ultrawide QHD (3440x1440)--IPS 4ms response time--Up to 100Hz Refresh Rate--3800R Curvature Curved Immersion--ZeroFrame design for multi-monitor setups--Nvidia G-Sync 2--3 Years On-site Warranty
WD RED 4TB NAS Hard Disk,|--Fill your NAS with WD Red, then fill it with awesome.--Exclusive NASware 3.0--Built for optimum NAS compatibility--3D Active Balance Plus--24/7 reliability--Disk Utilities and Migration Tools|
|Transcend SSD220S 240GB SATA 6Gb/s 2.5" Solid State Drive Aluminium
Case|,--Capacity: 240GB--Transfer speeds: 550MB/s read & 450MB/s write--2.5" Solid State Drive Aluminium Case--Ultra Slim & Portable--Support Device Sleep Mode (DevSleep)
Logitech G Pro Gaming Mouse,--Play Like the Pros--Classic Comfort--Advanced Optical Gaming Sensor--RGB Illumination--6 Programmable Buttons--Onboard Memory--Advanced Button Tensioning--Lightweight and Durable
Samsung SSD 850 EVO Internal Hard Drive 1TB,--Innovative 3D V-NAND Technology--Incredible Read/Write Performance--Enhanced Endurance and Reliability.--Efficient Power Management--Enhanced RAPID mode--Dynamic Thermal Guard Protection--5 years local Samsung warranty
Logitech G PRO GAMING KEYBOARD,|--Advanced Mechanical--Compact, Durable Design--More Responsive Than Ever--Rock-Solid Reliability--Detachable USB Cable--26-key rollover--Brilliant RGB Lighting--Over 300 built-in profiles--Customizable Game Mode--Function Key Macros--THREE-STEP ANGLE ADJUSTMENT|
GIGABYTE GeForce GTX 1080 G1 GAMING 8GB,--8GB 256-Bit GDDR5X--Core Clock 1721 MHz in OC Mode--1695 MHz in Gaming Mode--Boost Clock 1860 MHz in OC Mode--1835 MHz in Gaming Mode--1 x Dual-link DVI-D 1 x HDMI 2.0b 3 x DisplayPort 1.4--PCI Express 3.0 x16
Microsoft Office 2016 Home and Business (1 PC),|--Word, Excel, PowerPoint, OneNote, and Outlook for 1
PC--One-time purchase--View, share, or edit documents online|
Logitech MX Anywhere 2 - Wireless Mobile Mouse,|--Tracks virtually anywhere--Compact, sculpted shape--Dual connectivity--Easily switch between three devices--Hyper-fast scroll--Rechargeable battery|
|Transcend SSD220S 480GB SATA 6Gb/s 2.5" Solid State Drive Aluminium
Case|,--Capacity: 480GB--Transfer speeds: 550MB/s read & 450MB/s write--2.5" Solid State Drive Aluminium Case--Ultra Slim & Portable--Support Device Sleep Mode (DevSleep)
Logitech Mouse M331 Silent Plus,--Enjoy the sound of silence--Crafted for your right hand--24-month battery life*--Simple. Reliable. Strong.
Steelseries QCK Mini Gaming Mouse Pad,|--Non-slip rubber base--Cloth surface for smooth glide--Durable / Super Soft cloth surface provide consistent
glide--Tested by professional gamers|
Fuji Xerox DocuPrint P265dw,|--Print up to 30 ppm (A4)--266 MHZ processor--Productivity, Robust & Compact design--Print resolution up to HQ1200 technology (2400 x 600 dpi
quality)--Input tray holds 250 sheets--Mobile print - AirPrint, Google Cloud Print, Wi-Fi Direct
& Print Utility|
Samsung C24F390 24" Widescreen 4ms LED Monitor,--Curved Widescreen--1920 x 1080--Response Time: 4ms (GTG)--Refresh Rate: 60Hz--Contrast Ration: DCR Mega Infinity (3000:1)--HDMI--D-Sub--Tilt
Palit GeForce GTX 1060 Dual 6GB GDDR5 PCI-E Graphics Card,|--In-house Twin Fan 2-slot cooler design!--0-db Tech - Silent operation on idle and general workload!--Latest Pascal GP106 Architecture (16nm FinFET)--CUDA Cores: 1280
Core Clock : 1506MHz (Base) / 1708MHz (Boost)--VRAM: 6GB GDDR5 192bit Interface (192GB/s Mem. Bandwidth)--HDMI 2.0b / DVI-D / DisplayPort 1.4 (3x)--Power Efficient: 120W TDP
1x6-pin PCI-E Power Connector|
Razer Deathadder ELITE 2017 Chroma Gaming Mouse,|--Ergonomic right-handed design--Textured rubber side grips--16,000dpi optical sensor--Chroma lighting with customizable colors--Razer Synapse enabled--5 independently programmable Hype response buttons--On-the-fly sensitivity adjustment--Always-on mode|
HGST DESKSTAR 4TB NAS Hard Disk,|--High-Performance HDD For Desktop NAS Systems--Award-winning Performance - 7200 RPM, up to 128MB cache
buffer and 6Gb/s SATA interface for fast data access--Colossal Capacity - Up to 6TB for room to
grow--Outstanding Reliability - 1M hrs MTBF, Rotational
Vibration Sensor, 24/7 availability, 3-year limited
warranty|
Brother HL-L2365DW Wireless Monochrome Laser Printer,--Print--Wireless--Duplex--Air Print / Mobile Print
Logitech K480 Bluetooth Multi Device Keyboard - Black,|--For computer, tablet, and smartphone--Integrated cradle--Bluetooth range: up to 10 m (30 feet)--Easy-Switch dial--Battery life indicator light--Requires 2 AAA batteries|
D-Link DGS-105 - 5 Port Gigabit Unmanaged Metal Desktop Switch,|--3 Years Local (Singapore) manufacturer warranty more--Provides an extensible design that enables Service
prioritization for dataDesign that delivers high availability,
scalability, and for maximum flexibility and price/performance--The country of Origin is ChinaFive ( 10/100/1000 Mbps
Ports)Inexpensive Fast Ethernet solution for SOHO, small and medium
businessesSupports IEEE 802.1p QoS traffic prioritizationBuilt to
last: rugged metal housing, fanless|
WD 1TB Black My Passport Portable External Hard Drive - USB 3.0,--Auto backup with included WD Backup software--Password protection with hardware encryption--Reimagined design--Trusted drive built with WD reliability--USB 3.0 port; USB 2.0 compatible
Steelseries Rival 95 PC BANG Edition Gaming Mouse (Non-Backlit),|--Custom Best-In-class sensor with zero hardware
acceleration--Six programmable buttons--Small, ergonomic right handed design--SteelSeries Engine 3 allows for precise
customization--Most value for money no frills gaming mouse--Original Authentic Steelseries|
HGST DESKSTAR 6TB NAS Hard Disk,|--High-Performance HDD For Desktop NAS Systems--Award-winning Performance - 7200 RPM, up to 128MB cache
buffer and 6Gb/s SATA interface for fast data access--Colossal Capacity - Up to 6TB for room to
grow--Outstanding Reliability - 1M hrs MTBF, Rotational
Vibration Sensor, 24/7 availability, 3-year limited
warranty|
Fuji Xerox DocuPrint M225dw,|--Print up to 26 ppm (A4)--Mobile Print - AirPrint, Google Cloud Print, Wi-Fi Direct
& Print Utility--Productivity & Robust & Compact
design--266 MHZ processor--Print resolution up to HQ1200 technology (2400 x 600 dpi
quality)--Input tray holds 250 sheets|
Synology 8Bay NAS DS1815+,|--Quad-core CPU for blazing-fast performanceQuad LAN ports for
failover and Link Aggregation support--Fast encrypted data transmission with AES-NIRobust scalability
up to 108TB.--Easy installation, hassle-free maintenanceUSB 3.0 and eSATA
ensure speedy transfers to external storageAward winning OS -
DiskStation ManagerSeamless storage solution for virtualization
environments|
MFC-9330CDW AIO COLOUR LASER MULTIFUNCTON(Grey),--High speed Colour Printing--Wireless and Network Connectivity--Automatic 2-sided printing--35 Sheets Auto Document Feeder
Samsung T1 Portable SSD 250Gb,|--Super fast read-write speeds of up to 450 MB/s driven by
Turbo Write Technology--Easy Password Protection - Embedded AES 256 bit
encryption for cutting edge data security--Slim compact shape, combining style and portability
featuring laser patterning and black chrome metalized
finish--Capacity: 250GB--Form Factor: Portable--Interface: USB 3.0, USB 2.0--Transfer Rate: 450 MB/s--Encryption: AES 256-bit|
|Lenovo Yoga 710 80V40053SB (Silver) i7-7500U, 8GB RAM, 512 SSD)|,|--\u003Cul\u003E \u003Cli\u003EIntel Core i7-7500U
Processor\u003C/li\u003E \u003Cli\u003E8GB RAM\u003C/li\u003E
\u003Cli\u003E512GB SSD\u003C/li\u003E \u003Cli\u003ENvidia GeForce
GT940MX 2GB\u003C/li\u003E \u003Cli\u003EWindows 10
Home\u003C/li\u003E \u003Cli\u003E14" FHD IPS
Multi-Touch\u003C/li\u003E \u003Cli\u003E2 Years Carry-In
Warranty\u003C/li\u003E\u003C/ul\u003E|
Redragon Centrophorus 3200 DPI Wired Gaming Mouse,|--Adjustable up to 3200 DPI, 4000 FPS, and 15G acceleration--6 buttons, and an 8-piece weight tuning set (2.4g x 8)--Durable smooth TEFLON feet and contoured body for ultimate
gaming control. Quality ABS construction and two programmable side
buttons--6ft high-strength braided fiber cable, anti-skid scroll wheel,
and red backlighting--Supports Windows 10, 8, 7, Vista, XP or later operating system.
Package contents: CENTROPHORUS Gaming Mouse, tuning weights, and
user manual|
|1.95 m HDMI HDTV TV Cable Digital AV AirPlay Adapter for iPhone 5 6
6S 6 Plus (Blue)|,--HDTV--Airplay--HDMI Adapter--Video Game Accessories--Digital Cable--AV Cable--Adapter Cable--for iPhone
SanDisk Ultra Dual Drive m3.0 64GB USB 3.0 OTG Flash Drive,|--Capacity: 64GB\u003Cbr /\u003ETransfer file up to 150MB/s\u003Cbr
/\u003ESleek retractable design with both micro-USB and USB 3.0
connectors\u003Cbr /\u003EFree up space on the OTG enabled Android
smartphone\u003Cbr /\u003ECompatible with PC & Mac
computers\u003Cbr /\u003EManage and backup files by using SanDisk
Memory Zone application|
|Logitech MX Master Wireless Mouse, Large Mouse, Computer Wireless
Mouse(Black)|,|--Unique thumb wheel: For horizontal navigation and advanced
gestures--Easy connections for multiple computers: Use with up to three
Windows or Mac computers via included Unifying receiver or
Bluetooth Smart wireless technology--Easy switching between computers with the touch of the
button--Tracks virtually anywhere - even on glass: The Dark field Laser
sensor tracks flawlessly even on glass and high-gloss surfaces (4mm
minimum thickness)--Advanced power management: Up to 40 days of power on single
charge. You can get enough power for a full day of usage in only 4
minutes, with no downtime while recharging. ( Battery life may vary
based on user and computer conditions)|
|64GB Metal USB Flash Memory Drive Stick Pen Thumb Key Cute U Disk
GOLD|,|--Capacity:64GB--Hot plug and play--Compatible with USB 1.1/2.0--Compatible with PC, Notebook, MAC--Key chain design and easy to carry--Store your pictures, videos, and songs - any kind of
data!--Supports Windows 7 / 8, Windows Vista, Windows 2000,Mac
OS X, Linux.--Easy to read and write in high speed. No need for drivers
or power supply only plug in.|
|Kdq1 Usb 3.0 Hub 4 Ports Speed 5gbps for Pc Laptop With On/off
Switch Black|,|--compatible with your Windows, Mac OS or Linux systems.--1 upstream and 4 downstream USB port.--4-port USB 3.0 hub with super speed transfer rate up to
5Gbps.--Backwards compatible with USB 2.0 & 1.1.--Supports hot swap.--Built-in over-current protection to protect both connected
devices and the hub itself from unforeseen power surges.--Plug and Play, no driver needed.--Light weight, small size, easy to carry.--Dear friend thanks for your purchase, it will be great if you
could leave us a positive feedback with 5 stars|
|SanDisk 64GB Ultra Flair USB 3.0 Flash Drive, 150MB/s|,|--Authentication serial number--Fast transfer speeds up to 150MB/s--5-Year Local Warranty--SecureAccess software password protects your
files--USB 3.0-enabled and USB 2.0-compatible|
SanDisk Ultra Dual Drive m3.0 128GB USB 3.0 OTG Flash Drive,|--Capacity: 128GB\u003Cbr /\u003ETransfer file up to 150MB/s\u003Cbr
/\u003ESleek retractable design with both micro-USB and USB 3.0
connectors\u003Cbr /\u003EFree up space on the OTG enabled Android
smartphone\u003Cbr /\u003ECompatible with PC & Mac
computers\u003Cbr /\u003EManage and backup files by using SanDisk
Memory Zone application\u003Cbr /\u003E|
SanDisk Ultra 64GB microSDXC UHS-I (Up to 48MB/s Read) Memory Card,|--Seven-year limited warranty--UHS-I for Full HD video recording and playback--Read speeds of up to 48MB/s for fast file transfer--Water proof, temperature proof, shock proof, X-ray proof and
magnet proof--Memory Zone app lets you auto-manage media and memory for peak
phone performance--Ideal for smartphones and tablets and action cameras|
2.7" 1080P HD Car DVR Wide Angle Lens Car Camera Recorder (Black),|--Record crucial evidence in case there are any accidents--Built with an A-grade glass wide angle lens--High-grade CMOS sensor captures high quality 1080P images and
videos--Sensitive 3-axis gravity sensor enables surveillance when you
are not in the car--2.7" HD LCD screen for real-time monitoring--Ultra slim design fits perfectly anywhere you like--Support HDMI output|
|Vstarcam HD 720P C7823WIP CCTV PNP/P2P IP Camera Camcorder Pan/Tilt
micro SD|,|--720P Resolution (1280x720)--Multi Platform: Windows, Android, Ios--Micro-SD Recording, up to 64GB|
